id,EAP,HPL,MWS
id03280,0.482770288,0.033282662,0.48394705
id14997,0.105375139,0.143186866,0.751437995
id21964,0.444112841,0.000600815,0.555286344
id20963,0.655725034,0.004623635,0.339651331
id08635,0.11908678,0.795816779,0.085096441
id16390,0.164071374,0.490073557,0.345855069
id16486,0.688088329,0.042739209,0.269172462
id14367,0.019746681,0.183908032,0.796345287
id10560,0.991064608,0.002163129,0.006772263
id14106,0.748691553,0.094867462,0.156440985
id09668,0.926819724,0.039757169,0.033423106
id18250,0.992237825,0.003189054,0.004573122
id26648,0.795318003,0.069698863,0.134983134
id27314,0.889669476,0.051685117,0.058645407
id04581,0.367063844,0.327199596,0.305736559
id06405,0.447946612,0.467100012,0.084953376
id17908,0.455528544,0.064867532,0.479603924
id07217,0.548920362,0.138799753,0.312279885
id17285,0.564875095,0.022793499,0.412331406
id19589,0.169692463,0.735612997,0.094694541
id15916,0.54174574,0.03832381,0.41993045
id26239,0.886030046,0.020697648,0.093272305
id20163,0.924422774,0.038409366,0.03716786
id22845,0.221358172,0.683861217,0.094780611
id11509,0.538742162,0.136200191,0.325057647
id26789,0.284770047,0.469858305,0.245371648
id24679,0.552949046,0.282691972,0.164358982
id19832,0.904879331,0.00429652,0.090824149
id11724,0.54835619,0.132413695,0.319230115
id01539,0.993964701,0.004058969,0.00197633
id22039,0.521366776,0.317553257,0.161079967
id07621,0.211929976,0.527268368,0.260801656
id16398,0.027288021,0.959572801,0.013139178
id15932,0.137109391,0.031007826,0.831882782
id17054,0.003037087,0.99676785,0.000195063
id23487,0.249142133,0.641710616,0.109147251
id16099,0.263414873,0.595964991,0.140620136
id25225,0.898395308,0.041720401,0.059884291
id18173,0.133076043,0.745615004,0.121308953
id24856,0.986434684,0.008826892,0.004738424
id14760,0.001649907,0.322747094,0.675603
id25291,0.705061524,0.273554931,0.021383545
id16267,0.258165803,0.024169834,0.717664363
id07922,0.605070862,0.084698579,0.310230559
id20870,0.848912575,0.082902661,0.068184764
id21780,0.637216183,0.215618354,0.147165463
id21309,0.707309915,0.120829285,0.171860799
id05849,0.443663139,0.358620479,0.197716381
id16246,0.127049535,0.46906129,0.403889175
id25081,0.122709384,0.857356152,0.019934464
id06468,0.264042824,0.605528228,0.130428947
id13842,0.764376163,0.120235631,0.115388205
id23976,0.584100299,0.180207746,0.235691955
id25649,0.808313569,0.053527176,0.138159255
id26815,0.206401142,0.666152394,0.127446465
id09343,0.748957691,0.148241691,0.102800618
id03120,0.191204523,0.229514487,0.579280989
id16638,0.930460803,0.023718452,0.045820745
id18625,0.002863414,0.00027346,0.996863126
id01679,0.669314985,0.204419668,0.126265347
id17137,0.183352649,0.714538663,0.102108688
id14684,0.034889183,0.00123166,0.963879158
id01671,0.726137135,0.179471691,0.094391174
id27271,0.616524961,0.086777594,0.296697445
id16321,0.999974386,1.72E-05,8.40E-06
id07468,3.73E-06,0.999085408,0.000910861
id20777,0.022651058,0.036849623,0.940499319
id26036,0.679969636,0.108506512,0.211523852
id23135,0.081245818,0.02866166,0.890092522
id07669,0.312104269,0.104724667,0.583171064
id00142,5.42E-06,0.998058771,0.001935805
id12357,0.656543762,0.012763566,0.330692673
id08890,0.343898399,0.338115605,0.317985996
id21379,0.002847398,0.995414091,0.001738511
id12099,0.64958023,0.000699115,0.349720655
id06503,0.634392089,0.168276806,0.197331105
id14408,0.396321634,0.535563511,0.068114855
id17370,0.472030231,0.371402684,0.156567085
id25432,0.760424002,0.14259974,0.096976258
id10132,0.873064822,0.04167979,0.085255388
id27069,0.010088195,0.980000793,0.009911012
id11515,0.706010186,0.207057102,0.086932712
id01323,0.930769277,0.041037553,0.02819317
id22520,0.631725262,0.094091977,0.274182761
id03293,0.429625771,0.008312289,0.56206194
id19708,0.226532836,0.247799472,0.525667691
id22346,0.639849499,0.302931086,0.057219415
id27744,0.513225553,0.138503957,0.34827049
id04004,0.819570468,0.068418929,0.112010603
id09476,0.533350245,0.004954846,0.461694909
id01582,0.296517679,0.247479728,0.456002594
id23782,0.057325461,0.529757327,0.412917212
id03403,0.012474064,0.038014318,0.949511619
id11119,0.04811849,0.936761058,0.015120452
id16681,0.600419629,0.340705755,0.058874616
id16399,0.999779279,6.86E-05,0.00015213
id22630,0.277236041,0.110374295,0.612389664
id27950,0.479887419,0.173685769,0.346426812
id00046,0.911816194,0.064097474,0.024086332
id25556,0.472646753,0.163269624,0.364083623
id16039,0.845216084,0.09212552,0.062658395
id09110,0.971016969,0.005544336,0.023438695
id19881,0.893675905,0.098474111,0.007849984
id21735,0.371125271,0.452239027,0.176635703
id02023,0.97840338,0.011985682,0.009610938
id01230,0.013748569,0.981657871,0.004593559
id14916,0.029795087,0.079351417,0.890853496
id04944,0.654913816,0.169637192,0.175448992
id04349,0.809937848,0.03509978,0.154962372
id22580,0.434773825,0.433053154,0.132173021
id00343,0.58477182,0.269040193,0.146187987
id14218,0.003162766,0.991768012,0.005069222
id10546,0.54771919,0.449507368,0.002773442
id05627,0.149746567,0.16403721,0.686216224
id13735,0.013261658,0.983332139,0.003406203
id01525,0.097417284,0.205018948,0.697563768
id25242,0.880412998,0.112432104,0.007154898
id17077,0.526979857,0.053073934,0.419946209
id05672,0.51295684,0.033336608,0.453706552
id22404,0.727591031,0.2571113,0.015297669
id25704,0.053123311,0.87882304,0.068053649
id00903,0.857303356,0.118340662,0.024355982
id15496,0.452853251,0.468785843,0.078360906
id09903,0.074636464,0.036636053,0.888727483
id03419,0.815850863,0.068570183,0.115578954
id06647,0.830039047,0.01002452,0.159936433
id16700,0.007767121,0.988225991,0.004006888
id08983,0.889890291,0.082962779,0.02714693
id20782,0.758958054,0.14614021,0.094901736
id24494,0.803315347,0.155202236,0.041482417
id10495,0.028778477,0.927945503,0.04327602
id21262,0.258765644,0.144088027,0.597146329
id25689,0.530587774,0.132260158,0.337152069
id03705,0.426761075,0.150308509,0.422930416
id01187,0.022016807,0.970333643,0.007649549
id24649,0.654244913,0.187531281,0.158223806
id12629,0.822396227,0.040665406,0.136938367
id15211,0.002232116,0.996283948,0.001483936
id13170,0.096281671,0.262840657,0.640877672
id14801,0.400673262,0.138354435,0.460972304
id18525,0.764069547,0.104161784,0.131768669
id21963,0.944415386,0.019190304,0.036394309
id23746,0.136345773,0.027690428,0.835963799
id18216,0.588860591,0.33001704,0.08112237
id16493,0.039149906,0.008220415,0.95262968
id12987,0.333800639,0.578479141,0.08772022
id04814,0.848641193,0.067099435,0.084259373
id18602,0.522742155,0.011725527,0.465532318
id23173,0.010629468,0.988406447,0.000964085
id21165,0.538260143,0.181221296,0.280518561
id26123,0.57858042,0.415700816,0.005718764
id22608,0.189767468,0.06575853,0.744474003
id21139,0.953725447,0.012589918,0.033684635
id21853,0.09654174,0.79425623,0.109202031
id24128,0.740222454,0.211617076,0.048160469
id15666,0.428230731,0.258683916,0.313085353
id11552,0.305678771,0.514595507,0.179725722
id17621,0.354507044,0.295073914,0.350419041
id20001,0.584837448,0.23333405,0.181828502
id14166,0.424436998,0.52557509,0.049987911
id24108,0.367470994,0.394438325,0.238090682
id19871,0.02955277,0.826041646,0.144405583
id22361,0.379565846,0.502194619,0.118239535
id21065,0.199484785,0.192769926,0.607745288
id20749,0.99862779,0.001192688,0.000179522
id20898,0.00416001,0.989159526,0.006680465
id10398,0.184826356,0.119545938,0.695627706
id03578,0.294246409,0.085556302,0.62019729
id25932,0.480300382,0.416743584,0.102956034
id11133,0.066577893,0.030788889,0.902633218
id15794,0.404592589,0.452154211,0.1432532
id24479,0.685438005,0.258045581,0.056516414
id09563,0.033574313,0.935981998,0.03044369
id11279,0.23061414,0.609435709,0.159950151
id26680,0.657879847,0.042617691,0.299502463
id20529,0.343799866,0.429320565,0.226879569
id11761,0.828993735,0.083048463,0.087957802
id02337,0.078646295,0.901067844,0.020285861
id04890,0.079081905,0.03911716,0.881800934
id15707,0.094405698,0.206446037,0.699148265
id26204,0.118447674,0.190460343,0.691091983
id15611,0.713038981,0.176043037,0.110917983
id17714,0.595713044,0.007869787,0.39641717
id15392,0.965276533,0.003783267,0.0309402
id14685,0.21859579,0.521260984,0.260143225
id02508,0.199887935,0.600461112,0.199650954
id12406,0.869386817,0.102318653,0.028294529
id24096,0.294837496,0.627688498,0.077474006
id19837,0.986852459,0.012742287,0.000405255
id25565,0.136601293,0.10163533,0.761763377
id27598,0.998034386,6.97E-05,0.001895891
id26085,0.941191235,0.034623912,0.024184853
id17400,0.012270163,0.03510285,0.952626987
id04501,0.893067944,0.068731433,0.038200623
id02468,0.262338141,0.085686317,0.651975542
id07394,0.41091412,0.521713831,0.06737205
id18917,0.035296047,0.929883945,0.034820007
id14083,0.296850012,0.239910889,0.463239099
id22675,0.500599786,0.262236038,0.237164176
id27343,0.061254615,0.206233391,0.732511995
id23206,0.104648627,0.238495142,0.656856231
id11105,0.027702685,0.971824777,0.000472538
id21017,0.165391003,0.238803489,0.595805508
id13716,0.6152672,0.218425912,0.166306888
id00352,0.208317187,0.582041876,0.209640937
id12173,0.399799696,0.293745685,0.306454619
id15008,0.718813438,0.134871293,0.146315269
id23347,0.302007248,0.271891234,0.426101518
id23939,0.62423103,0.110922135,0.264846835
id12090,0.858263744,0.084715137,0.057021119
id08307,2.25E-06,0.99997156,2.62E-05
id21316,0.095799508,0.100841357,0.803359135
id16457,0.432887752,0.023694801,0.543417447
id23808,0.005364842,0.009151745,0.985483414
id12826,0.669475609,0.277643603,0.052880788
id16819,0.380451907,0.271097557,0.348450536
id15128,0.64342016,0.267324402,0.089255438
id14953,0.03059464,0.954681113,0.014724247
id04083,0.961480752,0.003792891,0.034726357
id00773,0.04573569,0.898922976,0.055341335
id24585,0.444573646,0.12921326,0.426213095
id01362,0.594733193,0.228753012,0.176513794
id04514,0.234697366,0.744249655,0.021052979
id19075,0.99770626,0.001236704,0.001057035
id06283,0.801030286,0.180579528,0.018390186
id19848,0.106102369,0.707194653,0.186702978
id02566,0.365712037,0.435508774,0.198779189
id26973,0.855538929,0.014414648,0.130046423
id09333,0.003323415,1.06E-06,0.996675521
id21745,0.013043886,0.019627254,0.96732886
id27167,0.137821874,0.850919358,0.011258767
id08481,0.296832434,0.528923388,0.174244178
id19456,0.690514141,0.21381917,0.095666688
id01495,0.566432154,0.276466689,0.157101158
id15069,0.175649148,0.09266255,0.731688302
id18174,1.37E-06,1.13E-06,0.999997496
id14450,0.001176816,0.270009139,0.728814045
id04149,0.09547629,0.898359561,0.006164149
id10972,0.131997476,0.03299486,0.835007664
id05547,0.073756498,0.370872862,0.555370639
id17670,0.277947655,0.476399854,0.24565249
id04740,0.787791608,0.159072457,0.053135935
id24842,0.01310533,0.014638051,0.97225662
id26895,0.26361261,0.151441691,0.584945699
id15591,0.781469395,0.047574379,0.170956226
id20895,0.506540529,0.319568491,0.173890981
id11532,2.74E-06,1.48E-06,0.999995778
id16516,0.076028852,0.025645188,0.89832596
id14940,0.542588605,0.248622979,0.208788416
id17152,0.940613347,0.057955349,0.001431305
id12870,0.125497692,0.84416027,0.030342038
id17405,0.602774572,0.08172424,0.315501188
id22274,0.334072228,0.594537706,0.071390066
id08337,0.039839134,0.132672546,0.82748832
id19549,0.62349378,0.080913205,0.295593014
id19195,0.614063453,0.3056698,0.080266747
id11564,0.608714332,0.372011818,0.01927385
id26771,0.022240869,0.874575045,0.103184086
id24955,0.434869101,0.134460041,0.430670859
id22140,0.772655019,0.069292387,0.158052594
id19920,0.792185526,0.057503789,0.150310685
id09807,0.050394091,0.937666939,0.01193897
id27426,0.573169833,0.108082537,0.31874763
id22006,0.978478451,0.009836876,0.011684673
id10604,0.976052773,0.005579409,0.018367819
id11017,0.667396399,0.30185266,0.030750942
id14335,0.423989803,0.0040323,0.571977897
id08707,0.607012076,0.19192979,0.201058134
id15869,0.005011254,0.009228847,0.985759899
id20593,0.957371617,0.011843385,0.030784997
id07428,0.392794923,0.561617516,0.045587561
id11527,0.142907634,0.222801252,0.634291114
id14901,0.521431586,0.001961542,0.476606871
id19733,0.939171897,0.019224147,0.041603956
id24677,0.004874359,0.964669126,0.030456515
id26656,0.1888882,0.010568351,0.800543449
id11707,0.900076229,0.061480018,0.038443753
id26218,0.079930515,0.890713584,0.029355901
id19262,0.066743701,0.219998732,0.713257567
id24905,0.221055713,0.528421331,0.250522956
id09170,0.805767835,0.069521572,0.124710593
id05772,0.389519312,0.2985099,0.311970788
id25405,0.34295453,0.266899412,0.390146059
id18491,1.82E-07,9.13E-08,0.999999727
id07780,0.8063462,0.076279618,0.117374182
id01689,0.735993668,0.177231487,0.086774844
id17498,0.068066692,0.047720991,0.884212317
id19964,0.490040685,0.443926734,0.066032581
id14525,0.41153181,0.141592668,0.446875522
id26363,0.220784391,0.065701042,0.713514567
id07108,0.578135676,0.028259126,0.393605198
id11692,0.745175602,0.045359486,0.209464911
id10891,0.01983462,0.874024811,0.106140569
id16743,0.486549744,0.189940533,0.323509723
id11556,0.823568222,0.163023653,0.013408126
id09116,0.853258376,0.106784428,0.039957196
id24015,0.181125275,0.270570939,0.548303786
id00347,0.579772033,0.226507547,0.193720421
id06284,0.281349506,0.2934617,0.425188794
id18794,0.022545228,0.750882314,0.226572458
id10702,8.16E-09,0.999984578,1.54E-05
id19239,0.028232736,0.086519353,0.885247911
id26016,0.311860747,0.125159655,0.562979598
id26227,0.463823613,0.149414617,0.386761771
id05367,0.046850847,0.947144568,0.006004585
id09568,0.199999264,0.19231386,0.607686876
id04660,0.841773278,0.103822307,0.054404416
id04744,0.810230349,0.159448874,0.030320777
id07251,0.05654496,0.912671463,0.030783577
id25977,0.019361959,0.974800667,0.005837374
id06244,0.499090264,0.206385557,0.294524179
id24560,0.392587381,0.596290149,0.01112247
id05091,0.022451784,0.910090335,0.067457882
id27248,0.552494448,0.292567872,0.154937679
id12528,0.095120186,0.610974661,0.293905154
id27322,0.045020552,0.889897723,0.065081725
id27213,0.538621804,0.294372317,0.167005879
id18588,0.83748646,0.042386887,0.120126652
id14485,0.109545534,0.219594811,0.670859655
id27475,0.220473832,0.147298663,0.632227505
id02280,0.243405245,0.544715511,0.211879244
id24083,0.015741657,0.965942968,0.018315374
id02321,0.003123901,0.000823967,0.996052132
id10299,0.0086286,0.001494825,0.989876575
id27680,0.815299375,0.170202059,0.014498566
id17607,0.064591476,0.348180766,0.587227758
id06661,0.072531572,0.755872089,0.17159634
id23860,0.737239792,0.214894073,0.047866136
id26850,0.138990597,0.376577672,0.484431731
id16484,0.164039566,0.033112572,0.802847861
id15302,0.514624386,0.097738071,0.387637543
id21138,0.809149458,0.129241865,0.061608677
id02525,0.411610341,0.304507371,0.283882289
id12608,0.321462884,0.660338453,0.018198662
id23863,0.488422769,0.050078911,0.461498321
id01755,0.868699196,0.031940805,0.099359999
id10567,0.324005135,0.119027963,0.556966902
id08445,0.377962466,0.135819602,0.486217932
id18146,0.031657827,0.001061588,0.967280585
id22263,0.61872624,0.146045985,0.235227775
id13537,0.013112979,0.021657178,0.965229843
id19985,0.387990266,0.105665895,0.506343839
id08053,0.187727479,0.137675586,0.674596935
id18959,0.006742901,0.991728935,0.001528165
id06641,0.107044469,0.891619466,0.001336066
id27291,0.016341989,0.975501023,0.008156988
id16124,0.13721134,0.055114253,0.807674407
id18221,0.571492115,0.003470002,0.425037883
id25670,0.735105023,0.176787426,0.088107551
id18472,0.876901767,0.05700281,0.066095424
id10302,0.714301605,0.064283811,0.221414584
id07721,0.080681766,0.893466389,0.025851845
id22148,0.199618555,0.13725528,0.663126166
id04724,5.54E-08,0.999930423,6.95E-05
id03980,0.29398531,0.655791645,0.050223045
id11982,0.56253396,0.121117115,0.316348925
id05566,0.04691709,0.953017468,6.54E-05
id13235,0.409970486,0.285744087,0.304285427
id24524,0.721123605,0.033624328,0.245252068
id26783,0.425775025,0.125786652,0.448438324
id02220,0.267805322,0.704840764,0.027353914
id17163,0.496570245,0.165076921,0.338352834
id21903,0.228543156,0.592360931,0.179095913
id13350,0.010888441,0.022111575,0.966999984
id07036,0.978895541,0.001671421,0.019433039
id09150,0.767343908,0.038002378,0.194653714
id22042,0.00012134,0.004466473,0.995412187
id19562,0.665900491,0.112121506,0.221978003
id05125,0.459266115,0.338172915,0.20256097
id19462,0.883978373,0.097938046,0.018083581
id02265,0.312636539,0.669150009,0.018213452
id11769,0.417519482,0.356954984,0.225525534
id19021,0.76305452,0.064174128,0.172771352
id06166,0.976988274,0.010284952,0.012726773
id26800,0.746937255,0.186829934,0.06623281
id21422,0.2670675,0.049065489,0.683867011
id13116,0.472181345,0.229605084,0.298213571
id05996,0.943062454,0.050540849,0.006396697
id23318,0.952297432,0.046631548,0.00107102
id20725,0.041007556,0.043074224,0.915918219
id09210,0.744924364,0.04931236,0.205763276
id25842,0.511278681,0.137595534,0.351125785
id00767,0.412700676,0.097315121,0.489984203
id05036,0.736008044,0.242802301,0.021189655
id14853,0.524872559,0.043888809,0.431238632
id16946,0.049581387,0.017917225,0.932501388
id26804,0.07379073,0.829991277,0.096217993
id24061,0.075781929,0.864637042,0.05958103
id19861,0.9958549,0.003168916,0.000976184
id18210,0.520350422,0.07036192,0.409287658
id24313,0.538859883,0.015560221,0.445579896
id15960,0.119620713,0.588699641,0.291679647
id14037,0.88620011,0.058522129,0.055277761
id17785,0.395660094,0.322403632,0.281936274
id19362,0.011347765,0.085445593,0.903206642
id10372,0.439619601,0.500593882,0.059786516
id03061,0.879841354,0.089284186,0.030874459
id27583,0.089315479,0.005574693,0.905109828
id22055,0.562246571,0.019642595,0.418110834
id07920,0.021507444,0.973686412,0.004806144
id16813,0.106171947,0.009667959,0.884160094
id03088,0.211210982,0.48070146,0.308087559
id03026,0.046210367,0.917404213,0.03638542
id09934,0.445488032,0.505690051,0.048821917
id21452,0.942302638,0.003807104,0.053890258
id05576,0.15392093,0.093556617,0.752522453
id22391,0.388334941,0.098583081,0.513081978
id10554,0.358195968,0.3766758,0.265128232
id03291,0.05315052,0.123018966,0.823830515
id23280,0.948372662,0.004851329,0.046776009
id17777,0.024304742,0.003888037,0.971807221
id24574,0.360263122,0.551845965,0.087890912
id05459,0.690522573,0.297310915,0.012166513
id02724,0.096462705,0.099083371,0.804453924
id27678,0.747130872,0.139571061,0.113298067
id21722,0.154723237,0.765772162,0.079504601
id18139,0.733439359,0.067811785,0.198748856
id16264,0.193535603,0.75040435,0.056060047
id14537,0.827710206,0.067919058,0.104370736
id18814,0.960200027,0.014375216,0.025424757
id08331,0.462615011,0.412659344,0.124725646
id03963,0.718628388,0.184857525,0.096514087
id07558,0.128092079,0.000461507,0.871446414
id26275,0.826324033,0.094853717,0.07882225
id26188,0.288815729,0.639892366,0.071291905
id06789,0.356936628,0.470826365,0.172237007
id21788,0.505149113,0.285882625,0.208968262
id13972,0.748942981,0.149428435,0.101628584
id08643,0.941980289,0.053629392,0.004390318
id09642,0.021270854,0.969434052,0.009295094
id14054,0.270626931,0.707000121,0.022372949
id12216,0.541558548,0.227303344,0.231138108
id09211,0.018168016,0.973938418,0.007893566
id16903,0.008925758,0.976570999,0.014503242
id18976,0.050298235,0.024705433,0.924996332
id01861,0.744817131,0.160064473,0.095118396
id22745,0.651170985,0.208276365,0.14055265
id03560,0.81720389,0.177836981,0.004959129
id17799,0.969438294,0.021413053,0.009148654
id12387,0.229563268,0.423620362,0.34681637
id09450,0.69954846,0.097869325,0.202582214
id18088,0.209216418,0.138927763,0.651855819
id21697,0.985449592,0.009961808,0.004588601
id26128,0.008677032,0.98972919,0.001593778
id27462,0.035661566,0.005138864,0.95919957
id19394,0.98104346,0.013612553,0.005343987
id19929,0.247554741,0.633669831,0.118775428
id16056,0.811016295,0.028986217,0.159997488
id08756,0.512724096,0.006476966,0.480798938
id09203,0.053358776,0.245199411,0.701441813
id14098,0.968582857,0.022033937,0.009383206
id24641,0.650099139,0.208061104,0.141839756
id24507,0.001657269,0.925838679,0.072504052
id20161,0.683240613,0.26870529,0.048054097
id11710,0.274931735,0.028600268,0.696467998
id15751,0.592442245,0.048406107,0.359151648
id06617,0.408108021,0.110768476,0.481123503
id19131,0.494110913,0.314262792,0.191626295
id02796,0.72952627,0.229220526,0.041253204
id15575,0.082613851,0.828101063,0.089285085
id21828,0.938556927,0.040319,0.021124073
id15093,0.396986399,0.471174125,0.131839476
id27867,0.636995655,0.095406926,0.267597418
id19315,0.126616744,0.027719032,0.845664224
id19398,0.901595212,0.082865051,0.015539737
id01572,0.007499781,0.744464274,0.248035945
id09781,0.968939029,0.01831993,0.012741042
id19278,0.496167263,0.149739291,0.354093446
id11852,0.077771345,0.07734876,0.844879895
id07067,0.171035019,0.004045151,0.82491983
id08550,0.138528312,0.861270753,0.000200935
id02634,0.798527769,0.034592567,0.166879664
id02449,0.698170444,0.145751029,0.156078527
id10359,0.490592147,0.391795811,0.117612043
id00217,0.390593321,0.574071815,0.035334864
id20848,0.01102862,0.970499129,0.018472251
id20229,0.630330141,0.367814712,0.001855146
id02211,0.552583193,0.23050268,0.216914127
id08435,0.517909115,0.340650422,0.141440462
id23681,0.303204976,0.075246695,0.621548329
id00571,0.091766687,0.904700035,0.003533278
id16280,0.020711424,0.021957029,0.957331547
id15022,0.429724556,0.145644563,0.424630881
id08040,0.002444577,0.986762842,0.010792581
id18087,0.849333275,0.091517108,0.059149616
id11280,0.655003167,0.328957427,0.016039406
id21543,0.624440504,0.281277404,0.094282091
id00245,0.775952883,0.006663913,0.217383204
id13745,0.021107042,0.000673977,0.978218981
id15734,0.767076652,0.172411753,0.060511595
id22572,0.138669384,0.85141767,0.009912947
id12741,0.035092226,0.000462153,0.964445621
id16477,0.854570567,0.142178786,0.003250646
id26261,2.70E-08,2.32E-08,0.99999995
id15867,0.741362507,0.091317423,0.16732007
id10479,0.933095251,0.056415922,0.010488827
id17736,0.129874581,0.00580357,0.86432185
id17768,0.007568345,0.030909176,0.961522478
id14172,0.357962784,0.116564375,0.525472841
id01972,0.317038975,0.116611698,0.566349327
id10962,0.87833429,0.037209562,0.084456147
id16692,0.118189318,0.314159637,0.567651046
id25471,1.74E-06,0.99933006,0.000668201
id05603,0.025375008,0.82564012,0.148984872
id15340,0.725494661,0.077759894,0.196745445
id22971,0.637318289,0.22697193,0.135709781
id06765,0.052534815,0.909718023,0.037747162
id19864,0.551308224,0.117287879,0.331403897
id15834,0.437857382,0.490910784,0.071231834
id17395,0.654197123,0.223646116,0.122156761
id02585,0.394442868,0.335364417,0.270192715
id13154,0.716860772,0.069570245,0.213568983
id12972,0.68525878,0.085021509,0.229719711
id11103,0.856881005,0.079806242,0.063312753
id26062,0.535695881,0.174451953,0.289852166
id07339,0.758270216,0.094021709,0.147708074
id06096,0.999544214,0.000321797,0.000133989
id22945,0.569323407,0.34183178,0.088844814
id10058,0.598273615,0.104474196,0.297252189
id06435,0.996694022,0.000290613,0.003015365
id12636,0.199167174,0.028745693,0.772087133
id25423,0.001943912,0.000757679,0.997298409
id12990,0.447584453,0.168371199,0.384044348
id24106,0.001115427,0.006881578,0.992002995
id14481,0.004373016,0.992386709,0.003240275
id03617,0.345763097,0.107710075,0.546526828
id26055,0.659482553,0.075314634,0.265202813
id23712,0.721732604,0.05481611,0.223451286
id19441,0.462963483,0.527304206,0.00973231
id17042,0.765603828,0.040352963,0.19404321
id09018,0.011284131,0.988664919,5.10E-05
id08879,0.033578725,0.966051668,0.000369607
id10841,0.167915673,0.566425176,0.265659151
id04776,0.025513936,0.973784692,0.000701372
id26526,0.010174814,0.00350745,0.986317736
id14181,0.078524114,0.909788492,0.011687394
id18396,0.227612327,0.586530828,0.185856845
id05585,0.137447541,0.795010166,0.067542293
id11546,0.645527556,0.107900807,0.246571637
id08027,0.035866941,0.890013249,0.074119811
id00659,0.106386004,0.007751263,0.885862733
id10937,0.006321854,0.977587062,0.016091083
id01898,0.279721225,0.336529821,0.383748954
id23695,0.048409753,0.006706259,0.944883988
id07856,0.16061125,0.800783639,0.038605112
id25233,0.766371112,0.211394471,0.022234417
id24052,0.179320866,0.340328613,0.480350521
id01698,0.413515381,0.318450133,0.268034486
id01356,0.008329745,0.98590968,0.005760575
id10430,0.551135505,0.330231121,0.118633375
id04778,0.106448037,0.193607089,0.699944875
id24707,0.030496437,0.919806937,0.049696626
id04539,0.03723125,0.008357612,0.954411139
id20011,0.735391634,0.1315309,0.133077466
id09950,0.187366062,0.809681645,0.002952293
id14397,0.5829672,0.331752381,0.085280419
id04457,0.239228925,0.092342174,0.668428901
id19469,0.479747476,0.34510395,0.175148574
id24230,0.325158936,0.376933427,0.297907637
id16719,0.528956362,0.368074187,0.10296945
id20183,0.0538951,0.928216477,0.017888424
id24531,0.887594976,0.000170925,0.112234099
id04934,0.757427766,0.09725489,0.145317345
id17230,0.429869511,0.033238779,0.536891711
id07561,0.840012652,0.069965663,0.090021685
id12282,0.028824212,0.964800277,0.006375511
id14992,0.179986116,0.775897924,0.04411596
id02934,0.698265293,0.137205401,0.164529306
id00189,0.472035241,0.336605985,0.191358774
id27941,0.186003475,0.644817835,0.16917869
id14642,0.028458436,0.953997618,0.017543946
id23445,0.835662713,0.104823395,0.059513891
id21603,0.112062245,0.011535026,0.876402729
id21046,0.008980081,0.960546046,0.030473873
id02264,0.117365961,0.735189566,0.147444473
id00409,0.953935985,0.014310496,0.03175352
id00351,0.297406175,0.03593138,0.666662446
id14362,1.68E-07,0.999798297,0.000201534
id20757,0.395606103,0.433884704,0.170509193
id22764,0.342081417,0.435506919,0.222411664
id19264,0.591669158,0.079471522,0.328859321
id04506,0.700541506,0.230129942,0.069328552
id18505,0.848370253,0.146301141,0.005328605
id27354,0.47145555,0.290779135,0.237765315
id22410,0.582037459,0.369839586,0.048122954
id14241,0.007552722,0.992394911,5.24E-05
id18785,0.046034165,0.808610217,0.145355617
id16649,0.415456653,0.341536366,0.243006981
id16386,0.288311015,0.706128508,0.005560477
id09051,0.315635035,0.014719561,0.669645404
id22296,0.582765413,0.225671029,0.191563557
id08584,0.466445881,0.335093326,0.198460792
id22219,0.013857335,0.012569914,0.973572751
id18790,0.015998634,0.983090446,0.000910919
id10922,0.119242992,0.380997286,0.499759722
id15002,0.925791683,0.049541539,0.024666778
id24862,0.051434461,0.934898344,0.013667195
id25845,0.858308054,0.123634147,0.018057799
id17586,0.147564743,0.851127687,0.00130757
id09390,8.79E-07,4.56E-07,0.999998666
id20069,0.883797983,0.024759516,0.091442501
id05953,0.080321745,0.877417998,0.042260257
id15583,0.011739547,0.980711687,0.007548766
id03482,0.787927515,0.060867306,0.151205179
id06243,0.085181112,0.742671918,0.17214697
id01116,0.034833682,0.069963495,0.895202823
id17530,0.08835922,0.839177236,0.072463544
id07552,0.006028603,0.009910676,0.984060722
id03131,0.029496023,0.962640404,0.007863573
id23142,0.035806452,0.074301919,0.88989163
id05540,0.643648777,0.134805788,0.221545435
id06292,0.729490706,0.160915321,0.109593973
id26506,0.68057862,0.046393839,0.273027541
id19068,0.094596718,0.083463092,0.82194019
id21782,0.174618749,0.106975001,0.71840625
id24563,1.72E-05,0.997699842,0.002282966
id21986,0.428557385,0.50003561,0.071407005
id04967,0.215261958,0.088770931,0.695967111
id11760,0.372575982,0.298610949,0.328813069
id02483,0.925439092,0.023354791,0.051206117
id15791,0.379041417,0.035840939,0.585117644
id14256,0.681128022,0.03379303,0.285078948
id18328,0.802520451,0.038212007,0.159267542
id06213,0.003883775,0.97665346,0.019462765
id00772,0.954415939,0.041782982,0.003801079
id01113,0.735113377,0.106184889,0.158701734
id03972,0.987476463,0.009700345,0.002823192
id25386,0.389741263,0.152185514,0.458073223
id09156,0.781545951,0.036430793,0.182023257
id22624,0.46245221,0.226110848,0.311436942
id17789,0.002963733,0.980104119,0.016932148
id09039,0.211010689,0.595004234,0.193985077
id20538,0.582942332,0.039216325,0.377841343
id05501,0.356001129,0.018548903,0.625449967
